myid,runno,depot,page_1,page,day,Paddle,Paddle PC,Trip Sheet
SouthernWeekday958,958,Southern,1 of 4,507,Weekday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/weekday-paddles#page507.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/weekday-paddles#page=507.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/weekday-trip-sheets.pdf
SouthernWeekday959,959,Southern,1 of 2,511,Weekday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/weekday-paddles#page511.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/weekday-paddles#page=511.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/weekday-trip-sheets.pdf
SouthernWeekday960,960,Southern,1 of 2,513,Weekday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/weekday-paddles#page513.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/weekday-paddles#page=513.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/weekday-trip-sheets.pdf
SouthernSaturday1,1,Southern,1 of 2,1,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page1.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=1.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday2,2,Southern,1 of 2,3,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page3.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=3.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday3,3,Southern,1 of 2,5,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page5.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=5.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday4,4,Southern,1 of 2,7,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page7.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=7.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday5,5,Southern,1 of 2,9,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page9.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=9.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday6,6,Southern,1 of 2,11,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page11.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=11.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday7,7,Southern,1 of 2,13,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page13.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=13.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday8,8,Southern,1 of 2,15,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page15.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=15.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday9,9,Southern,1 of 2,17,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page17.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=17.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday10,10,Southern,1 of 2,19,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page19.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=19.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday11,11,Southern,1 of 2,21,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page21.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=21.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday12,12,Southern,1 of 3,23,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page23.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=23.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday13,13,Southern,1 of 2,26,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page26.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=26.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday14,14,Southern,1 of 2,28,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page28.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=28.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday15,15,Southern,1 of 2,30,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page30.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=30.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday51,51,Southern,1 of 2,32,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page32.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=32.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday52,52,Southern,1 of 2,34,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page34.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=34.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday101,101,Southern,1 of 2,36,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page36.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=36.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday102,102,Southern,1 of 2,38,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page38.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=38.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday103,103,Southern,1 of 2,40,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page40.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=40.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday104,104,Southern,1 of 1,42,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page42.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=42.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday105,105,Southern,1 of 2,43,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page43.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=43.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday201,201,Southern,1 of 2,45,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page45.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=45.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday202,202,Southern,1 of 2,47,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page47.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=47.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday203,203,Southern,1 of 2,49,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page49.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=49.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday204,204,Southern,1 of 2,51,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page51.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=51.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday205,205,Southern,1 of 2,53,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page53.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=53.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday206,206,Southern,1 of 2,55,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page55.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=55.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday207,207,Southern,1 of 2,57,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page57.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=57.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday208,208,Southern,1 of 2,59,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page59.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=59.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday209,209,Southern,1 of 2,61,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page61.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=61.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday210,210,Southern,1 of 2,63,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page63.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=63.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday211,211,Southern,1 of 2,65,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page65.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=65.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday212,212,Southern,1 of 1,67,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page67.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=67.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday213,213,Southern,1 of 2,68,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page68.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=68.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday275,275,Southern,1 of 3,70,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page70.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=70.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday276,276,Southern,1 of 3,73,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page73.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=73.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday277,277,Southern,1 of 3,76,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page76.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=76.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday278,278,Southern,1 of 3,79,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page79.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=79.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday279,279,Southern,1 of 3,82,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page82.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=82.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday280,280,Southern,1 of 3,85,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page85.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=85.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday301,301,Southern,1 of 2,88,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page88.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=88.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday302,302,Southern,1 of 2,90,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page90.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=90.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday303,303,Southern,1 of 2,92,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page92.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=92.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday304,304,Southern,1 of 2,94,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page94.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=94.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday351,351,Southern,1 of 1,96,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page96.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=96.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday352,352,Southern,1 of 2,97,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page97.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=97.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday353,353,Southern,1 of 2,99,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page99.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=99.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday451,451,Southern,1 of 2,101,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page101.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=101.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday452,452,Southern,1 of 2,103,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page103.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=103.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday453,453,Southern,1 of 2,105,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page105.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=105.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday454,454,Southern,1 of 2,107,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page107.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=107.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday501,501,Southern,1 of 2,109,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page109.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=109.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday502,502,Southern,1 of 3,111,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page111.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=111.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday503,503,Southern,1 of 2,114,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page114.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=114.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday504,504,Southern,1 of 2,116,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page116.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=116.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday601,601,Southern,1 of 2,118,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page118.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=118.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday602,602,Southern,1 of 3,120,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page120.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=120.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday603,603,Southern,1 of 3,123,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page123.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=123.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday604,604,Southern,1 of 3,126,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page126.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=126.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday605,605,Southern,1 of 3,129,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page129.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=129.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday606,606,Southern,1 of 2,132,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page132.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=132.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday607,607,Southern,1 of 3,134,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page134.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=134.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday608,608,Southern,1 of 3,137,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page137.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=137.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday609,609,Southern,1 of 2,140,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page140.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=140.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday610,610,Southern,1 of 3,142,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page142.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=142.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday611,611,Southern,1 of 3,145,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page145.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=145.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday612,612,Southern,1 of 3,148,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page148.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=148.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday613,613,Southern,1 of 2,151,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page151.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=151.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday614,614,Southern,1 of 2,153,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page153.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=153.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday615,615,Southern,1 of 3,155,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page155.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=155.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday616,616,Southern,1 of 3,158,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page158.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=158.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday617,617,Southern,1 of 3,161,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page161.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=161.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday618,618,Southern,1 of 3,164,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page164.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=164.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday619,619,Southern,1 of 3,167,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page167.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=167.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday620,620,Southern,1 of 3,170,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page170.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=170.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday701,701,Southern,1 of 2,173,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page173.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=173.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
